PRODUTO,COR_PRODUTO,SORTIMENTO_COR,DESC_COR,DESC_COMPOSICAO,COLECAO,CATEGORIA_PRODUTO,SUBCATEGORIA_PRODUTO,CODIGO_TAB_PRECO,PRECO1,GRADE,TAMANHOS_DIGITADOS,TAMANHO_1,TAMANHO_2,TAMANHO_3,TAMANHO_4,TAMANHO_5,TAMANHO_6,TAMANHO_7,TAMANHO_8,TAMANHO_9,TAMANHO_10,TAMANHO_11,TAMANHO_12,ES12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,DISP
CAM03101478,9999,True,SORTIDA,96%ALGODAO 4%ELASTANO,1901,ENTREGA,3ª ENTREGA,01,34.9,PP A GG,5,PP,P,M,G,GG,,,,,,,,0,0,0,3,0,0,0,0,0,0,0,0,0,3
CAM03101479,9999,True,SORTIDA,88% ALGODAO/ 12% POLIESTER,1901,MASCULINO,CAMISETAS,01,30.9,PP A GG,5,PP,P,M,G,GG,,,,,,,,0,4,0,0,0,0,0,0,0,0,0,0,0,4
CAM03101482,9999,True,SORTIDA,100% ALGODAO,1901,MASCULINO,CAMISETAS,01,29.9,PP A GG,5,PP,P,M,G,GG,,,,,,,,0,0,0,0,0,2,0,0,0,0,0,0,0,2
CAM03101483,9999,True,SORTIDA,100% ALGODAO,1901,ENTREGA,3ª ENTREGA,01,29.9,PP A GG,5,PP,P,M,G,GG,,,,,,,,0,3,0,2,0,2,0,0,0,0,0,0,0,7
CAM03101484,9999,True,SORTIDA,88% ALGODAO/ 12% POLIESTER,1901,ENTREGA,3ª ENTREGA,01,28.9,PP A GG,5,PP,P,M,G,GG,,,,,,,,0,4,0,1,0,0,0,0,0,0,0,0,0,5
CAM03101486,9999,True,SORTIDA,86%POLIESTER 14%ALGODAO,1901,ENTREGA,3ª ENTREGA,01,35.9,PP A GG,5,PP,P,M,G,GG,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1
CAM03101487,9999,True,SORTIDA,92%POLIESTER 8%LINHO,1901,MASCULINO,CAMISETAS,01,37.0,PP A GG,5,PP,P,M,G,GG,,,,,,,,0,3,0,2,0,0,0,0,0,0,0,0,0,5
CAM03101488,9999,True,SORTIDA,92%POLIESTER 8%LINHO,1901,ENTREGA,3ª ENTREGA,01,39.9,PP A GG,5,PP,P,M,G,GG,,,,,,,,0,4,0,0,0,0,0,0,0,0,0,0,0,4
CAM03101489,9999,True,SORTIDA,100% ALGODAO,1901,ENTREGA,1ª ENTREGA,01,31.9,PP A GG,5,PP,P,M,G,GG,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CAM03101490,9999,True,SORTIDA,92%POLIESTER 8%LINHO,1901,MASCULINO,CAMISETAS,01,29.9,PP A GG,5,PP,P,M,G,GG,,,,,,,,0,3,0,0,0,6,0,0,0,0,0,0,0,9
CAM03101494,9999,True,SORTIDA,96%ALGODAO 4%ELASTANO,1901,ENTREGA,2ª ENTREGA,01,30.9,PP A GG,5,PP,P,M,G,GG,,,,,,,,0,0,0,0,0,6,0,0,0,0,0,0,0,6
CAM03101503,9999,True,SORTIDA,100% ALGODAO,1901,MASCULINO,CAMISETAS,01,23.9,PP A GG,5,PP,P,M,G,GG,,,,,,,,0,2,4,0,0,2,0,0,0,0,0,0,0,8
CAM03101504,9999,True,SORTIDA,100% ALGODAO,1901,ENTREGA,1ª ENTREGA,01,23.9,PP A GG,5,PP,P,M,G,GG,,,,,,,,0,3,2,0,0,0,0,0,0,0,0,0,0,5
CAM03101508,9999,True,SORTIDA,100% ALGODAO,1901,ENTREGA,1ª ENTREGA,01,22.9,PP A GG,5,PP,P,M,G,GG,,,,,,,,0,0,10,0,0,3,0,0,0,0,0,0,0,13
CAM03101511,9999,True,SORTIDA,100% ALGODAO,1901,ENTREGA,3ª ENTREGA,01,32.9,PP A GG,5,PP,P,M,G,GG,,,,,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,3
CAM03101512,9999,True,SORTIDA,100% ALGODAO,1901,MASCULINO,CAMISETAS,01,32.9,PP A GG,5,PP,P,M,G,GG,,,,,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,3
CAM03101513,9999,True,SORTIDA,100% ALGODAO,1901,ENTREGA,3ª ENTREGA,01,31.9,PP A GG,5,PP,P,M,G,GG,,,,,,,,0,3,0,2,0,2,0,0,0,0,0,0,0,7
CAM03101516,9999,True,SORTIDA,66% ALGODAO/34% POLIESTER,1901,MASCULINO,CAMISETAS,01,44.5,PP A GG,5,PP,P,M,G,GG,,,,,,,,0,1,0,6,0,0,0,0,0,0,0,0,0,7
CAM03101517,9999,True,SORTIDA,100% ALGODAO,1901,ENTREGA,3ª ENTREGA,01,31.9,PP A GG,5,PP,P,M,G,GG,,,,,,,,0,7,0,0,0,0,0,0,0,0,0,0,0,7
CAM03101519,9999,True,SORTIDA,66% ALGODAO/34% POLIESTER,1901,MASCULINO,CAMISETAS,01,34.0,PP A GG,5,PP,P,M,G,GG,,,,,,,,0,0,0,3,0,1,0,0,0,0,0,0,0,4
CAM03101521,9999,True,SORTIDA,100% ALGODAO,1901,MASCULINO,CAMISETAS,01,31.9,PP A GG,5,PP,P,M,G,GG,,,,,,,,0,0,0,0,0,4,0,0,0,0,0,0,0,4
CAM03110090,9999,True,SORTIDA,70% ALGODAO/30% POLIESTER,1901,MASCULINO,CAMISAS E POLOS,01,34.9,PP A GG,5,PP,P,M,G,GG,,,,,,,,0,0,0,4,2,0,0,0,0,0,0,0,0,6
CAM03110091,9999,True,SORTIDA,86%POLIESTER 14%ALGODAO,1901,MASCULINO,CAMISAS E POLOS,01,38.55,PP A GG,5,PP,P,M,G,GG,,,,,,,,0,1,0,4,2,0,0,0,0,0,0,0,0,7
CAM03110092,9999,True,SORTIDA,88% ALGODAO/ 12% POLIESTER,1901,ENTREGA,2ª ENTREGA,01,35.9,PP A GG,5,PP,P,M,G,GG,,,,,,,,0,3,2,13,0,0,0,0,0,0,0,0,0,18
CAM03110095,9999,True,SORTIDA,100% ALGODAO,1901,ENTREGA,2ª ENTREGA,01,35.9,PP A GG,5,PP,P,M,G,GG,,,,,,,,0,2,1,10,0,0,0,0,0,0,0,0,0,13
CAM03110096,9999,True,SORTIDA,100% ALGODAO,1901,MASCULINO,CAMISAS E POLOS,01,33.21,PP A GG,5,PP,P,M,G,GG,,,,,,,,0,1,0,4,0,0,0,0,0,0,0,0,0,5
CAM03120087,9999,True,SORTIDA,90%POLIAMIDA 10%ELASTANO,1901,ENTREGA,1ª ENTREGA,01,40.98,PP A GG,5,PP,P,M,G,GG,,,,,,,,0,0,2,0,0,0,0,0,0,0,0,0,0,2
CAM03120088,9999,True,SORTIDA,90%POLIAMIDA 10%ELASTANO,1901,ENTREGA,1ª ENTREGA,01,40.98,PP A GG,5,PP,P,M,G,GG,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1
CAM03120107,9999,True,SORTIDA,90%POLIAMIDA 10%ELASTANO,1901,MASCULINO,UV E LYCRAS,01,48.9,PP A GG,5,PP,P,M,G,GG,,,,,,,,0,4,0,0,0,0,0,0,0,0,0,0,0,4
CAM03120108,9999,True,SORTIDA,91%POLIESTER 9%ELASTANO,1901,ENTREGA,2ª ENTREGA,01,41.9,PP A GG,5,PP,P,M,G,GG,,,,,,,,0,3,0,0,0,1,0,0,0,0,0,0,0,4
CAM03120110,9999,True,SORTIDA,91%POLIESTER 9%ELASTANO,1901,ENTREGA,2ª ENTREGA,01,41.9,PP A GG,5,PP,P,M,G,GG,,,,,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,2
CAM03120111,9999,True,SORTIDA,91%POLIESTER 9%ELASTANO,1901,ENTREGA,2ª ENTREGA,01,41.9,PP A GG,5,PP,P,M,G,GG,,,,,,,,0,0,0,0,0,3,0,0,0,0,0,0,0,3
CAM03160010,9999,True,SORTIDA,92%POLIESTER 8%LINHO,1901,ENTREGA,2ª ENTREGA,01,69.9,P  A  GG,4,P,M,G,GG,,,,,,,,,0,0,6,0,0,0,0,0,0,0,0,0,0,6
CAM03160011,9999,True,SORTIDA,92%POLIESTER 8%LINHO,1901,MASCULINO,CAMISAS E POLOS,01,69.9,P  A  GG,4,P,M,G,GG,,,,,,,,,0,0,10,0,5,0,0,0,0,0,0,0,0,15
CAM03160012,9999,True,SORTIDA,92%POLIESTER 8%LINHO,1901,MASCULINO,CAMISAS E POLOS,01,69.9,P  A  GG,4,P,M,G,GG,,,,,,,,,0,0,2,0,8,0,0,0,0,0,0,0,0,10
CAM03160013,9999,True,SORTIDA,92%POLIESTER 8%LINHO,1901,MASCULINO,CAMISAS E POLOS,01,69.9,P  A  GG,4,P,M,G,GG,,,,,,,,,0,0,7,0,4,0,0,0,0,0,0,0,0,11
CAM33020087,9999,True,SORTIDA,100% ALGODAO,1901,ENTREGA,1ª ENTREGA,01,31.36,10 A 16,4,10,12,14,16,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CAM33050036,9999,True,SORTIDA,90%POLIAMIDA 10%ELASTANO,1901,ENTREGA,1ª ENTREGA,01,33.9,10 A 16,4,10,12,14,16,,,,,,,,,0,0,4,1,0,0,0,0,0,0,0,0,0,5
CAM33050047,9999,True,SORTIDA,90%POLIAMIDA 10%ELASTANO,1901,INFANTO-JUVENIL,UV E LYCRAS,01,38.9,10 A 16,4,10,12,14,16,,,,,,,,,0,0,3,1,0,0,0,0,0,0,0,0,0,4
CAM33050049,9999,True,SORTIDA,91%POLIESTER 9%ELASTANO,1901,ENTREGA,1ª ENTREGA,01,37.0,10 A 16,4,10,12,14,16,,,,,,,,,0,0,4,1,0,0,0,0,0,0,0,0,0,5
CAM33050050,9999,True,SORTIDA,91%POLIESTER 9%ELASTANO,1901,INFANTO-JUVENIL,UV E LYCRAS,01,37.0,10 A 16,4,10,12,14,16,,,,,,,,,0,0,4,1,3,0,0,0,0,0,0,0,0,8
CAM42040034,9999,True,SORTIDA,90%POLIAMIDA 10%ELASTANO,1901,INFANTO-JUVENIL,UV E LYCRAS,01,23.9,02 A 08,4,02,04,06,08,,,,,,,,,0,1,5,5,2,0,0,0,0,0,0,0,0,13
CAM42040035,9999,True,SORTIDA,90%POLIAMIDA 10%ELASTANO,1901,INFANTO-JUVENIL,UV E LYCRAS,01,23.9,02 A 08,4,02,04,06,08,,,,,,,,,0,0,6,2,1,0,0,0,0,0,0,0,0,9
CAM42040045,9999,True,SORTIDA,90%POLIAMIDA 10%ELASTANO,1901,ENTREGA,1ª ENTREGA,01,30.24,02 A 08,4,02,04,06,08,,,,,,,,,0,0,8,5,2,0,0,0,0,0,0,0,0,15
CAM42040046,9999,True,SORTIDA,91%POLIESTER 9%ELASTANO,1901,ENTREGA,2ª ENTREGA,01,27.9,02 A 08,4,02,04,06,08,,,,,,,,,0,0,7,0,0,0,0,0,0,0,0,0,0,7
CAM42040048,9999,True,SORTIDA,91%POLIESTER 9%ELASTANO,1901,ENTREGA,2ª ENTREGA,01,27.9,02 A 08,4,02,04,06,08,,,,,,,,,0,0,4,0,0,0,0,0,0,0,0,0,0,4
CAS07010193,9999,True,SORTIDA,76% POLIESTER 24% ALGODÃO,1901,ENTREGA,2ª ENTREGA,01,108.66,P  A  GG,4,P,M,G,GG,,,,,,,,,0,0,3,0,0,0,0,0,0,0,0,0,0,3
CAS07010194,9999,True,SORTIDA,50% ALGODAO / 50% POLIESTER,1901,ENTREGA,3ª ENTREGA,01,84.7,P  A  GG,4,P,M,G,GG,,,,,,,,,0,0,2,0,0,0,0,0,0,0,0,0,0,2
CAS07010196,9999,True,SORTIDA,50% ALGODAO / 50% POLIESTER,1901,ENTREGA,3ª ENTREGA,01,87.59,P  A  GG,4,P,M,G,GG,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CAS07010197,9999,True,SORTIDA,76% POLIESTER 24% ALGODÃO,1901,ENTREGA,2ª ENTREGA,01,106.26,P  A  GG,4,P,M,G,GG,,,,,,,,,0,0,3,0,0,0,0,0,0,0,0,0,0,3
CAS07010198,9999,True,SORTIDA,76% POLIESTER 24% ALGODÃO,1901,MASCULINO,CASACOS,01,109.65,P  A  GG,4,P,M,G,GG,,,,,,,,,0,0,2,0,0,0,0,0,0,0,0,0,0,2
CAS07010199,9999,True,SORTIDA,50% ALGODAO / 50% POLIESTER,1901,MASCULINO,CASACOS,01,87.43,P  A  GG,4,P,M,G,GG,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CAS07010200,9999,True,SORTIDA,76% POLIESTER 24% ALGODÃO,1901,ENTREGA,2ª ENTREGA,01,107.67,P  A  GG,4,P,M,G,GG,,,,,,,,,0,1,3,0,0,0,0,0,0,0,0,0,0,4
CUE45010041,9999,True,SORTIDA,96%ALGODAO 4%ELASTANO,1901,MASCULINO,CUECAS,01,30.1,PP A GG,5,PP,P,M,G,GG,,,,,,,,0,6,0,0,0,0,0,0,0,0,0,0,0,6
CUE45010042,9999,True,SORTIDA,84%POLIAMIDA 6%POLIESTER 10%ELASTANO,1901,MASCULINO,CUECAS,01,31.9,PP A GG,5,PP,P,M,G,GG,,,,,,,,0,2,5,0,0,0,0,0,0,0,0,0,0,7
CUE45010044,9999,True,SORTIDA,92%POLIAMIDA 8%ELASTANO,1901,MASCULINO,CUECAS,01,31.9,PP A GG,5,PP,P,M,G,GG,,,,,,,,0,7,3,0,0,0,0,0,0,0,0,0,0,10
MOC50030047,9999,True,SORTIDA,100% POLIESTER,1901,ACESSÓRIOS,MOCHILAS,01,55.3,UNIICO,1,UNI,,,,,,,,,,,,0,16,0,0,0,0,0,0,0,0,0,0,0,16
MOC50030053,9999,True,SORTIDA,100% POLIESTER,1901,ACESSÓRIOS,MOCHILAS,01,61.0,UNIICO,1,UNI,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1
MOC50030054,9999,True,SORTIDA,100% POLIESTER,1901,ACESSÓRIOS,MOCHILAS,01,62.5,UNIICO,1,UNI,,,,,,,,,,,,0,4,0,0,0,0,0,0,0,0,0,0,0,4
MOC50030055,9999,True,SORTIDA,100% POLIESTER,1901,ACESSÓRIOS,MOCHILAS,01,61.0,UNIICO,1,UNI,,,,,,,,,,,,0,9,0,0,0,0,0,0,0,0,0,0,0,9
MOC50030056,9999,True,SORTIDA,100% POLIESTER,1901,ENTREGA,2ª ENTREGA,01,61.0,UNIICO,1,UNI,,,,,,,,,,,,0,11,0,0,0,0,0,0,0,0,0,0,0,11
MOC50030057,9999,True,SORTIDA,100% POLIESTER,1901,ACESSÓRIOS,MOCHILAS,01,61.0,UNIICO,1,UNI,,,,,,,,,,,,0,5,0,0,0,0,0,0,0,0,0,0,0,5
MOC50030058,9999,True,SORTIDA,100% ALGODAO,1901,ENTREGA,2ª ENTREGA,01,57.0,UNIICO,1,UNI,,,,,,,,,,,,0,7,0,0,0,0,0,0,0,0,0,0,0,7
MOC50030059,9999,True,SORTIDA,100% POLIESTER,1901,ENTREGA,1ª ENTREGA,01,61.0,UNIICO,1,UNI,,,,,,,,,,,,0,5,0,0,0,0,0,0,0,0,0,0,0,5
REG02020501,9999,True,SORTIDA,100% ALGODAO,1901,MASCULINO,REGATAS,01,18.5,PP A GG,5,PP,P,M,G,GG,,,,,,,,0,0,1,1,1,1,0,0,0,0,0,0,0,4
REG02020569,9999,True,SORTIDA,100% ALGODAO,1901,ENTREGA,1ª ENTREGA,01,30.5,PP A GG,5,PP,P,M,G,GG,,,,,,,,0,0,0,0,0,2,0,0,0,0,0,0,0,2
REG02020570,9999,True,SORTIDA,100% ALGODAO,1901,ENTREGA,3ª ENTREGA,01,23.9,PP A GG,5,PP,P,M,G,GG,,,,,,,,0,6,0,0,0,0,0,0,0,0,0,0,0,6
REG02020572,9999,True,SORTIDA,100% POLIESTER,1901,ENTREGA,1ª ENTREGA,01,27.9,PP A GG,5,PP,P,M,G,GG,,,,,,,,0,1,0,0,0,2,0,0,0,0,0,0,0,3
REG02020574,9999,True,SORTIDA,50% ALGODAO / 50% POLIESTER,1901,ENTREGA,2ª ENTREGA,01,29.0,PP A GG,5,PP,P,M,G,GG,,,,,,,,0,9,0,0,0,0,0,0,0,0,0,0,0,9
REG02020577,9999,True,SORTIDA,86%POLIESTER 14%ALGODAO,1901,ENTREGA,3ª ENTREGA,01,25.9,PP A GG,5,PP,P,M,G,GG,,,,,,,,0,2,0,2,0,0,0,0,0,0,0,0,0,4
REG02020578,9999,True,SORTIDA,66% ALGODAO/34% POLIESTER,1901,ENTREGA,2ª ENTREGA,01,33.6,PP A GG,5,PP,P,M,G,GG,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1
REG02020579,9999,True,SORTIDA,100% POLIESTER,1901,MASCULINO,REGATAS,01,25.9,PP A GG,5,PP,P,M,G,GG,,,,,,,,0,7,0,0,0,3,0,0,0,0,0,0,0,10
REG02020580,9999,True,SORTIDA,100% POLIESTER,1901,MASCULINO,REGATAS,01,23.9,PP A GG,5,PP,P,M,G,GG,,,,,,,,0,6,0,0,0,0,0,0,0,0,0,0,0,6
REG02020582,9999,True,SORTIDA,86%POLIESTER 14%ALGODAO,1901,MASCULINO,REGATAS,01,27.9,PP A GG,5,PP,P,M,G,GG,,,,,,,,0,6,1,2,0,0,0,0,0,0,0,0,0,9
REG02020583,9999,True,SORTIDA,100% ALGODAO,1901,ENTREGA,3ª ENTREGA,01,30.0,PP A GG,5,PP,P,M,G,GG,,,,,,,,0,9,0,0,0,0,0,0,0,0,0,0,0,9
REG02020584,9999,True,SORTIDA,92%POLIESTER 8%LINHO,1901,ENTREGA,3ª ENTREGA,01,31.0,PP A GG,5,PP,P,M,G,GG,,,,,,,,0,8,0,0,0,0,0,0,0,0,0,0,0,8
REG02020585,9999,True,SORTIDA,100% POLIESTER,1901,ENTREGA,3ª ENTREGA,01,27.9,PP A GG,5,PP,P,M,G,GG,,,,,,,,0,3,1,0,0,0,0,0,0,0,0,0,0,4
REG02020587,9999,True,SORTIDA,100% ALGODAO,1901,ENTREGA,2ª ENTREGA,01,18.5,PP A GG,5,PP,P,M,G,GG,,,,,,,,0,7,0,0,7,6,0,0,0,0,0,0,0,20
REG02020594,9999,True,SORTIDA,100% ALGODAO,1901,ENTREGA,1ª ENTREGA,01,23.9,PP A GG,5,PP,P,M,G,GG,,,,,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,2
REG02020595,9999,True,SORTIDA,100% ALGODAO,1901,MASCULINO,REGATAS,01,23.9,PP A GG,5,PP,P,M,G,GG,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1
REG02020596,9999,True,SORTIDA,50% ALGODAO / 50% POLIESTER,1901,ENTREGA,2ª ENTREGA,01,27.9,PP A GG,5,PP,P,M,G,GG,,,,,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,3
REG02030030,9999,True,SORTIDA,100% ALGODAO,1901,MASCULINO,REGATAS,01,32.9,XG A XXG,2,XG,XXG,,,,,,,,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,3
REG02030031,9999,True,SORTIDA,100% POLIESTER,1901,ENTREGA,1ª ENTREGA,01,32.9,XG A XXG,2,XG,XXG,,,,,,,,,,,0,14,1,0,0,0,0,0,0,0,0,0,0,15
SAC51010001,9999,True,SORTIDA,INDEFINIDA,2001,ENTREGA,1ª ENTREGA,01,67.0,UNIICO,1,UNI,,,,,,,,,,,,0,767,0,0,0,0,0,0,0,0,0,0,0,767
SAC51010002,9999,True,SORTIDA,INDEFINIDA,2001,ENTREGA,1ª ENTREGA,01,81.0,UNIICO,1,UNI,,,,,,,,,,,,0,621,0,0,0,0,0,0,0,0,0,0,0,621
SHO10020355,9999,True,SORTIDA,100% POLIESTER,1901,MASCULINO,SHORTS,01,48.9,P  A  GG,4,P,M,G,GG,,,,,,,,,0,0,6,0,6,0,0,0,0,0,0,0,0,12
SHO10020357,9999,True,SORTIDA,100% POLIESTER,1901,MASCULINO,SHORTS,01,48.9,P  A  GG,4,P,M,G,GG,,,,,,,,,0,0,2,0,0,0,0,0,0,0,0,0,0,2
SHO10020362,9999,True,SORTIDA,100% POLIESTER,1901,ENTREGA,1ª ENTREGA,01,44.9,P  A  GG,4,P,M,G,GG,,,,,,,,,0,0,0,7,0,0,0,0,0,0,0,0,0,7
SHO10020363,9999,True,SORTIDA,100% POLIESTER,1901,ENTREGA,3ª ENTREGA,01,42.9,P  A  GG,4,P,M,G,GG,,,,,,,,,0,0,3,0,0,0,0,0,0,0,0,0,0,3
SHO10020367,9999,True,SORTIDA,100% POLIESTER,1901,ENTREGA,3ª ENTREGA,01,42.9,P  A  GG,4,P,M,G,GG,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1
SHO10020371,9999,True,SORTIDA,100% POLIESTER,1901,MASCULINO,SHORTS,01,38.75,P  A  GG,4,P,M,G,GG,,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,2
SHO10060041,9999,True,SORTIDA,100% POLIESTER,1901,ENTREGA,1ª ENTREGA,01,50.9,XG A XXG,2,XG,XXG,,,,,,,,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,2
SHO10060044,9999,True,SORTIDA,100% POLIESTER,1901,MASCULINO,SHORTS,01,41.9,XG A XXG,2,XG,XXG,,,,,,,,,,,0,11,7,0,0,0,0,0,0,0,0,0,0,18
SUN40010299,9999,True,SORTIDA,84%POLIESTER 16%ELASTANO,1901,MASCULINO,SUNGAS,01,30.9,P  A  GG,4,P,M,G,GG,,,,,,,,,0,2,0,0,2,0,0,0,0,0,0,0,0,4
SUN40010300,9999,True,SORTIDA,84%POLIESTER 16%ELASTANO,1901,ENTREGA,1ª ENTREGA,01,30.9,P  A  GG,4,P,M,G,GG,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,1
SUN40010305,9999,True,SORTIDA,84%POLIESTER 16%ELASTANO,1901,MASCULINO,SUNGAS,01,30.9,P  A  GG,4,P,M,G,GG,,,,,,,,,0,0,4,0,1,0,0,0,0,0,0,0,0,5
SUN40010306,9999,True,SORTIDA,84%POLIESTER 16%ELASTANO,1901,ENTREGA,1ª ENTREGA,01,30.9,P  A  GG,4,P,M,G,GG,,,,,,,,,0,2,4,4,2,0,0,0,0,0,0,0,0,12
WAL10030311,9999,True,SORTIDA,100% POLIESTER,1901,ENTREGA,1ª ENTREGA,01,59.47,36  A  46,6,36,38,40,42,44,46,,,,,,,0,0,5,0,0,0,0,0,0,0,0,0,0,5
WAL10030324,9999,True,SORTIDA,95%POLIESTER 5%ELASTANO,1901,MASCULINO,BERMUDAS PASSEIO,01,61.5,36  A  46,6,36,38,40,42,44,46,,,,,,,0,3,0,0,3,0,0,0,0,0,0,0,0,6
WAL10030327,9999,True,SORTIDA,100% POLIESTER,1901,ENTREGA,3ª ENTREGA,01,56.9,36  A  46,6,36,38,40,42,44,46,,,,,,,0,5,0,0,0,0,0,0,0,0,0,0,0,5
WAL10030330,9999,True,SORTIDA,100% POLIESTER,1901,ENTREGA,1ª ENTREGA,01,56.9,36  A  46,6,36,38,40,42,44,46,,,,,,,0,5,0,0,0,0,0,0,0,0,0,0,0,5
WAL10030331,9999,True,SORTIDA,95%POLIESTER 5%ELASTANO,1901,MASCULINO,BERMUDAS PASSEIO,01,61.5,36  A  46,6,36,38,40,42,44,46,,,,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,2
WAL10030332,9999,True,SORTIDA,100% POLIESTER,1901,ENTREGA,3ª ENTREGA,01,56.9,36  A  46,6,36,38,40,42,44,46,,,,,,,0,8,0,0,0,0,0,0,0,0,0,0,0,8
WAL10030334,9999,True,SORTIDA,100% POLIESTER,1901,MASCULINO,BERMUDAS PASSEIO,01,56.9,36  A  46,6,36,38,40,42,44,46,,,,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,3
WAL10030335,9999,True,SORTIDA,100% POLIESTER,1901,ENTREGA,3ª ENTREGA,01,46.84,38 AO 48,6,38,40,42,44,46,48,,,,,,,0,0,0,3,0,0,0,0,0,0,0,0,0,3
WAL10030336,9999,True,SORTIDA,100% POLIESTER,1901,ENTREGA,3ª ENTREGA,01,56.9,36  A  46,6,36,38,40,42,44,46,,,,,,,0,0,3,0,0,0,0,0,0,0,0,0,0,3
WAL10030338,9999,True,SORTIDA,100% POLIESTER,1901,ENTREGA,3ª ENTREGA,01,56.9,38 AO 48,6,38,40,42,44,46,48,,,,,,,0,4,0,0,0,0,0,0,0,0,0,0,0,4
WAL10050057,9999,True,SORTIDA,100% POLIESTER,1901,ENTREGA,3ª ENTREGA,01,62.9,50 A 54,3,50,52,54,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1
WAL10050058,9999,True,SORTIDA,100% POLIESTER,1901,ENTREGA,3ª ENTREGA,01,62.9,50 A 54,3,50,52,54,,,,,,,,,,0,7,0,0,0,0,0,0,0,0,0,0,0,7
WAL10050060,9999,True,SORTIDA,100% POLIESTER,1901,MASCULINO,BERMUDAS PASSEIO,01,62.9,50 A 54,3,50,52,54,,,,,,,,,,0,4,0,0,0,0,0,0,0,0,0,0,0,4
